Title,Trim,Location,Distance,MSRP,Price,Monthly Payment,Source File
2025 Ford Bronco Sport,Big Bend AWD,"Glen Burnie, MD",182 mi away,"$35,285","$27,904",$523/mo est.,New Cars (6).mhtml
2025 Hyundai Elantra,Limited FWD,"Enfield, CT",107 mi away,"$28,645","$27,907",$523/mo est.,New Cars (6).mhtml
2025 Kia K4,GT-Line FWD,"Bridgewater, NJ",38 mi away,"$27,910","$27,910",$523/mo est.,New Cars (6).mhtml
2025 Hyundai Elantra,Limited FWD,"Hicksville, NY",22 mi away,,"$27,923",$523/mo est.,New Cars (6).mhtml
2025 Hyundai Elantra,Limited FWD,"Hicksville, NY",22 mi away,,"$27,923",$523/mo est.,New Cars (6).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Glen Burnie, MD",182 mi away,"$34,185","$27,925",$523/mo est.,New Cars (7).mhtml
2025 Nissan Kicks,SV AWD,"Swarthmore, PA",99 mi away,"$29,030","$27,927",$524/mo est.,New Cars (7).mhtml
2025 Nissan Rogue,S AWD,"Swarthmore, PA",99 mi away,"$32,720","$27,944",$524/mo est.,New Cars (7).mhtml
2024 Volkswagen Jetta,SE FWD,"Paramus, NJ",10 mi away,"$28,011","$27,946",$528/mo est.,New Cars (7).mhtml
2024 Volkswagen Jetta,SE FWD,"Paramus, NJ",10 mi away,"$27,946","$27,946",$528/mo est.,New Cars (7).mhtml
2025 Nissan Altima,2.5 SR AWD,"Denville, NJ",31 mi away,"$32,950","$27,950",$524/mo est.,New Cars (7).mhtml
2025 Honda HR-V,LX AWD,"Brockton, MA",171 mi away,"$27,950","$27,950",$524/mo est.,New Cars (7).mhtml
2025 Nissan Kicks,SR AWD,"St James, NY",41 mi away,"$29,735","$27,951",$524/mo est.,New Cars (7).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Ephrata, PA",125 mi away,"$33,705","$27,952",$524/mo est.,New Cars (7).mhtml
2025 Hyundai Elantra Hybrid,Limited FWD,"Salem, NH",193 mi away,"$27,955","$27,955",$524/mo est.,New Cars (7).mhtml
2024 Mitsubishi Outlander Sport,ES AWC,"Wilmington, MA",185 mi away,"$27,960","$27,960",$528/mo est.,New Cars (7).mhtml
2024 Hyundai Elantra Hybrid,Blue FWD,"Auburn, MA",142 mi away,"$27,960","$27,960",$528/mo est.,New Cars (7).mhtml
2025 Nissan Altima,2.5 SV FWD,"Blackwood, NJ",95 mi away,"$30,645","$27,960",$524/mo est.,New Cars (7).mhtml
2025 Ford Escape,Active AWD,"Keyport, NJ",31 mi away,"$35,635","$27,973",$524/mo est.,New Cars (7).mhtml
2025 Ford Escape,Active AWD,"Vauxhall, NJ",21 mi away,"$34,980","$27,980",$525/mo est.,New Cars (7).mhtml
2025 Hyundai Elantra Hybrid,Limited FWD,"Salem, NH",193 mi away,"$27,980","$27,980",$525/mo est.,New Cars (7).mhtml
2025 Nissan Altima,2.5 SV FWD,"Staten Island, NY",19 mi away,"$29,460","$27,982",$525/mo est.,New Cars (7).mhtml
2025 Nissan Altima,2.5 SR AWD,"Exton, PA",105 mi away,"$32,985","$27,985",$525/mo est.,New Cars (7).mhtml
2025 Nissan Altima,2.5 SR AWD,"Exton, PA",105 mi away,"$32,985","$27,985",$525/mo est.,New Cars (7).mhtml
2025 Nissan Altima,2.5 SR AWD,"Exton, PA",105 mi away,"$32,985","$27,985",$525/mo est.,New Cars (7).mhtml
2025 Nissan Kicks,SR AWD,"Laurel, MD",195 mi away,"$32,110","$27,985",$525/mo est.,New Cars (7).mhtml
2025 Nissan Kicks,SR AWD,"Laurel, MD",195 mi away,"$31,200","$27,985",$525/mo est.,New Cars (7).mhtml
2025 Nissan Altima,2.5 SL FWD,"Hurlock, MD",180 mi away,"$35,835","$27,993",$525/mo est.,New Cars (8).mhtml
2024 Dodge Hornet,GT AWD,"Monticello, NY",67 mi away,"$27,995","$27,995",$529/mo est.,New Cars (8).mhtml
2024 Dodge Hornet,GT AWD,"Monticello, NY",67 mi away,"$27,995","$27,995",$529/mo est.,New Cars (8).mhtml
2024 Dodge Hornet,GT AWD,"Monticello, NY",67 mi away,"$27,995","$27,995",$529/mo est.,New Cars (8).mhtml
2025 Nissan Altima,2.5 SV AWD,"Clarksville, MD",195 mi away,"$32,250","$27,995",$525/mo est.,New Cars (8).mhtml
2025 Hyundai Tucson,SE AWD,"Columbia, CT",107 mi away,"$32,595","$27,995",$525/mo est.,New Cars (8).mhtml
2025 Hyundai Sonata,SE FWD,"Downingtown, PA",111 mi away,"$27,995","$27,995",$525/mo est.,New Cars (8).mhtml
2025 Mazda CX-30,2.5 S Preferred AWD,"Philadelphia, PA",93 mi away,"$31,350","$27,999",$525/mo est.,New Cars (8).mhtml
2025 Volkswagen Taos,S 4Motion,"Watertown, CT",67 mi away,"$29,332","$27,999",$525/mo est.,New Cars (8).mhtml
2025 Hyundai Kona,SEL Convenience AWD,"Hartsdale, NY",15 mi away,"$32,345","$27,999",$525/mo est.,New Cars (8).mhtml
2025 Nissan Sentra,SR FWD,"Exton, PA",105 mi away,"$30,100","$27,999",$525/mo est.,New Cars (8).mhtml
2025 Honda Accord,LX FWD,"Yorkville, NY",173 mi away,"$29,490","$28,000",$525/mo est.,New Cars (8).mhtml
2025 Nissan Kicks,SR AWD,"White Marsh, MD",167 mi away,"$30,390","$28,000",$525/mo est.,New Cars (8).mhtml
2025 Honda HR-V,Sport AWD,"Saratoga Springs, NY",155 mi away,"$30,505","$28,000",$525/mo est.,New Cars (8).mhtml
2025 Honda HR-V,Sport AWD,"Saratoga Springs, NY",155 mi away,"$30,505","$28,000",$525/mo est.,New Cars (8).mhtml
2025 Hyundai Sonata Hybrid,SEL FWD,"Dundalk, MD",173 mi away,"$33,635","$28,016",$525/mo est.,New Cars (8).mhtml
2025 Hyundai Elantra,Limited FWD,"Schenectady, NY",135 mi away,"$28,885","$28,018",$525/mo est.,New Cars (8).mhtml
2025 Nissan Altima,2.5 SV FWD,"Montgomeryville, PA",80 mi away,"$29,965","$28,019",$525/mo est.,New Cars (8).mhtml
2025 Nissan Altima,2.5 SL FWD,"Hurlock, MD",180 mi away,"$35,835","$28,020",$525/mo est.,New Cars (8).mhtml
2025 Nissan Kicks,SR AWD,"Limerick, PA",95 mi away,"$30,065","$28,023",$525/mo est.,New Cars (8).mhtml
2025 Ford Bronco Sport,Heritage AWD,"Glen Burnie, MD",182 mi away,"$35,990","$28,031",$525/mo est.,New Cars (8).mhtml
2025 Ford Escape,ST-Line AWD,"Medford, MA",183 mi away,"$32,535","$28,035",$526/mo est.,New Cars (8).mhtml
2025 Kia Niro,EX FWD,"Warrington, PA",75 mi away,"$32,050","$28,050",$526/mo est.,New Cars (9).mhtml
2025 Kia K4,GT-Line FWD,"Dartmouth, MA",163 mi away,"$28,970","$28,055",$526/mo est.,New Cars (9).mhtml
2025 Chevrolet Trailblazer,LT AWD,"Owings Mills, MD",180 mi away,"$31,070","$28,057",$526/mo est.,New Cars (9).mhtml
2025 Hyundai Elantra Hybrid,Limited FWD,"Nashua, NH",184 mi away,"$31,560","$28,060",$526/mo est.,New Cars (9).mhtml
2025 Volkswagen Taos,S 4Motion,"Paramus, NJ",10 mi away,"$28,061","$28,061",$526/mo est.,New Cars (9).mhtml
2025 Volkswagen Taos,S 4Motion,"Paramus, NJ",10 mi away,"$28,061","$28,061",$526/mo est.,New Cars (9).mhtml
2025 Subaru Legacy,Premium AWD,"Staten Island, NY",18 mi away,"$31,534","$28,065",$526/mo est.,New Cars (9).mhtml
2025 Nissan Altima,2.5 SR FWD,"Freehold, NJ",43 mi away,"$31,535","$28,066",$526/mo est.,New Cars (9).mhtml
2025 Mazda CX-30,2.5 S Select Sport AWD,"Rensselaer, NY",128 mi away,"$30,375","$28,105",$527/mo est.,New Cars (9).mhtml
2025 Hyundai Elantra Hybrid,Limited FWD,"Salem, NH",193 mi away,"$28,115","$28,115",$527/mo est.,New Cars (9).mhtml
2025 Chevrolet Equinox,LT AWD,"Freeport, NY",21 mi away,"$33,080","$28,118",$527/mo est.,New Cars (9).mhtml
2025 Nissan Sentra,SV FWD,"Monmouth Junction, NJ",42 mi away,,"$28,120",$527/mo est.,New Cars (9).mhtml
2025 Nissan Sentra,SV FWD,"Monmouth Junction, NJ",42 mi away,,"$28,120",$527/mo est.,New Cars (9).mhtml
2025 Ford Escape,ST-Line AWD,"Vauxhall, NJ",21 mi away,"$35,120","$28,120",$527/mo est.,New Cars (9).mhtml
2025 Hyundai Sonata Hybrid,SEL FWD,"Dundalk, MD",173 mi away,"$33,748","$28,121",$527/mo est.,New Cars (9).mhtml
2025 Nissan Kicks,SV AWD,"Queensbury, NY",173 mi away,"$29,130","$28,130",$527/mo est.,New Cars (9).mhtml
2025 Nissan Altima,2.5 S FWD,"Lynnfield, MA",190 mi away,"$28,140","$28,140",$527/mo est.,New Cars (9).mhtml
2025 Nissan Altima,2.5 S FWD,"Lynnfield, MA",190 mi away,"$28,140","$28,140",$527/mo est.,New Cars (9).mhtml
2025 Nissan Altima,2.5 S FWD,"Lynnfield, MA",190 mi away,"$28,140","$28,140",$527/mo est.,New Cars (9).mhtml
2025 Nissan Altima,2.5 S FWD,"Lynnfield, MA",190 mi away,"$28,140","$28,140",$527/mo est.,New Cars (9).mhtml
2025 Hyundai Elantra,SEL Convenience FWD,"Freehold, NJ",43 mi away,"$28,145","$28,145",$528/mo est.,New Cars (9).mhtml
2025 Hyundai Elantra Hybrid,Limited FWD,"Milford, MA",155 mi away,"$32,165","$28,165",$528/mo est.,New Cars (9).mhtml
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$30,285","$27,195",$510/mo est.,New Cars.mhtml
2025 Nissan Kicks,SV AWD,"Raynham, MA",168 mi away,"$29,925","$27,195",$510/mo est.,New Cars.mhtml
2025 Hyundai Elantra Hybrid,SEL Sport FWD,"Raynham, MA",168 mi away,"$29,700","$27,200",$510/mo est.,New Cars.mhtml
2025 Nissan Kicks,SR AWD,"Wellesley, MA",169 mi away,"$30,115","$27,200",$510/mo est.,New Cars.mhtml
2025 Hyundai Elantra Hybrid,SEL Sport FWD,"Milford, CT",51 mi away,"$29,700","$27,200",$510/mo est.,New Cars.mhtml
2024 Volkswagen Jetta,SE FWD,"Paramus, NJ",10 mi away,"$27,206","$27,206",$514/mo est.,New Cars.mhtml
2025 Nissan Sentra,SR FWD,"Conshohocken, PA",88 mi away,"$28,770","$27,210",$510/mo est.,New Cars.mhtml
2025 Mitsubishi Outlander Sport,SEL AWC,"Brookfield, CT",52 mi away,"$30,920","$27,210",$510/mo est.,New Cars.mhtml
2025 Nissan Kicks,SV AWD,"Flemington, NJ",53 mi away,"$30,700","$27,225",$510/mo est.,New Cars.mhtml
2025 Nissan Sentra,SR FWD,"Hainesport, NJ",74 mi away,"$27,225","$27,225",$510/mo est.,New Cars.mhtml
2025 Ford Escape,Active AWD,"Philadelphia, PA",78 mi away,"$35,630","$27,232",$510/mo est.,New Cars.mhtml
2025 Kia Niro,EX FWD,"Watertown, CT",67 mi away,"$31,755","$27,255",$511/mo est.,New Cars.mhtml
2025 Mitsubishi Outlander Sport,SE AWC,"Brookfield, CT",52 mi away,"$30,975","$27,258",$511/mo est.,New Cars.mhtml
2025 Ford Escape,Active AWD,"Hanover, PA",176 mi away,"$33,405","$27,273",$511/mo est.,New Cars.mhtml
2025 Nissan Sentra,SR FWD,"Newark, DE",124 mi away,"$29,625","$27,274",$511/mo est.,New Cars.mhtml
2025 Nissan Sentra,SR FWD,"Newark, DE",124 mi away,"$29,625","$27,274",$511/mo est.,New Cars.mhtml
2025 Nissan Sentra,SR FWD,"Newark, DE",124 mi away,"$29,625","$27,274",$511/mo est.,New Cars.mhtml
2025 Hyundai Elantra Hybrid,SEL Sport FWD,"Raynham, MA",168 mi away,"$29,780","$27,280",$511/mo est.,New Cars.mhtml
2025 Nissan Sentra,SR FWD,"Schenectady, NY",134 mi away,"$29,780","$27,280",$511/mo est.,New Cars.mhtml
2025 Nissan Sentra,SR FWD,"Schenectady, NY",134 mi away,"$29,780","$27,280",$511/mo est.,New Cars.mhtml
2025 Nissan Altima,2.5 SV AWD,"Denville, NJ",31 mi away,"$32,280","$27,280",$511/mo est.,New Cars.mhtml
2025 Kia K4,GT-Line FWD,"Bridgewater, NJ",38 mi away,"$27,285","$27,285",$511/mo est.,New Cars.mhtml
